Name, Landmark, City, Town, Bed, Bath, Size, Currency, Rent, Owner,Listing_Date, Type, Description
house for rent  -North Kaneshie,North Kaneshie Tessano area,North Kaneshie,Accra,5,6,100 sqft,Ghana cedis,7200,City Motors Limited VERIFIED,10 Jul  8:50 pm,House,. 5 master bedroom house with air conditioner in each room . Visitors wash room. . 2 living room and dinning area with air conditioner. . Kitchen and store room . Porch . Internet and cable tv connected . With a compound larges enough for 8 cars . 2 separate chamber and hall self contained. . Water reservoir and 3 face meter provided
FURNISHED 4 BEDROOMS TO LET ADJIRIGANNOR,adjirigannor,Adjiriganor,Accra,4,4,3000 sqm,Ghana cedis,11250,Newmon Creek Limited , 6 Jul 11:46 am,House,4 bedrooms -2 bedrooms en suit Guest washroom Ceiling is made of p.o.p Tiled inside floors Master bedroom has a front view balcony Attached 2 bedroom boys quarters Paved compound with lawn areas Fully furnished with beds and furniture Fitted kitchen cabinet with fridge and gas cooker Fitted air conditions in all rooms Constant tap flow Walled and gated with fence wiring alarm systems Quite neighborhood Tarred road network
EXE 6BEDROOM HOUSE AT DZORWULU,DZORWULU SPECIAL SCHOOL,Dzorwulu,Accra,6,6,100*70 sqft,Ghana cedis,5000,Harmony Real Estates , 7 Jul  9:29 am,House,A close to road and executively developed 6 large bedrooms plus a big hall fully fixed with Air conditioners in each room  fixed cabinets and wardrobes in each room  tinted glasses all over enough visitors washroom  polished floor and wall tiles etc.it is suitable for residence  a bank  offices  school etc etc.
4 Bedroom Villa at East Legon,East Legon Trazacco Phase 2,East Legon,Accra,4,5,1000 sqm,Ghana cedis,8790,Top Class Properties , 7 Jul  8:52 am,House,4 bedroom House at East Legon Trazacco *all bedrooms are ensuite (each room comes with a toilet and bath) * steel security external door and panel interior door * hidden (long span aluminum roofing sheets)  * air conditioner access units in all rooms * skimmed internal and external walls and led spotlight system in ceilings  * aluminum windows and fly mesh screen * fitted kitchen with store room * overhead water storage tank * generator change-over point * external Tiled and grass * Water Heater Systems  * TV area treatment and more features.  Call TopClass Properties for broker terms and conditions.  For your building and construction needs  we are number one. Call on us anytime for quotation. Rentals 2000 USD Negotiable
2 bedroom s/compound- Sowutuom,Sowutuom,Other,Accra,2,1,150 sqm,Ghana cedis,600,Pejei Consult , 7 Jul  8:31 am,House,2 bedroom s/compound at Sowutuom at  at 2years.
2 bedrooms house in Ayeduase,Ayeduase,KNUST,Kumasi,2,2,100 sqm,Ghana cedis,400,Eric Mensah Agency , 7 Jul  8:30 am,House,A very nice two bedrooms house located in a very nice and good place in Kumasi where the area is well planned and well developed.Ther is a very good access rood to the place and there is water.
Furnished 3 Bedroom House East Legon,East Legon,East Legon,Accra,3,4,1000 sqm,Ghana cedis,3534,Top Class Properties , 7 Jul  8:12 am,House,Furnished 3 bedroom at East Legon  for Rent   *Big Master bedrooms  (2 rooms Shearing ) * steel security external door and panel interior door * washing Machine)  * air conditioner access units in all rooms * aluminum windows and fly mesh screen * decorative external stone works * fitted kitchen with store room * overhead water storage tank * generator change-over point * external paving and grass * water heater systems  * TV area treatment and more features.  Call Top-class Properties for broker terms and conditions.  For your building and construction needs  we are number one. Call on us anytime for quotation We Have short terms stay
newly build 3-bed house  east legon,,East Legon,Accra,3,3,100 sqft,Ghana cedis,1500,Green Burg Properties ,13 Jul  6:47 am,House,This house comes with a lovely compound call Green for more details
3 Bedroom Self compound at Eastlegon,,East Legon,Accra,3,3,250 sqm,Ghana cedis,2000,Trusted Properties , 7 Jul  4:24 am,House,3 Bedroom self compound for rent at Eastlegon ARS close to local government   close to the main road. constant water flow.
4 Bedroom Townhouse + 2 BQ East Legon,East Legon,East Legon,Accra,4,4,1000 sqm,Ghana cedis,13153,Top Class Properties , 7 Jul  2:24 am,House,This house is a 4-bedroom townhouse stand-alone house with a 2 bedroom staff quarters on a private compound located in East Legon. The building is well maintained with spacious rooms and car park with back up water supply. It is tucked away in a serene and cozy environment for your relaxation and pleasure. The house features; Rooms: master bedroom  living/dining room  store room  guest toilet  en-suite bedrooms  kitchen  2 staff quarters  terrace  balcony Amenities (interior): air conditioners  fitted kitchen + in-built appliances (electric & gas cooker + oven built-in wardrobes & walk-in closets  Amenities (exterior): water reservoirs  car park  24/7 security service  intercom services  cleaning services. Service Charge: garbage disposal  grounds maintenance  Services at Charge to Tenant: Utility Bills (Electricity & Water)  internet connection. The minimum lease period is 1 year. The asking rent price for this property is $3 000 per month. Price is subject to change. Call or Email Top Class Properties Ghana to arrange a viewing
Executive house for rent  east legon,,East Legon,Accra,5,5,3900 sqm,Ghana cedis,11000,Sage Properties , 6 Jul  6:42 pm,House,Five bedroom house for rent at east legon Adjiriganor. It has 2 car garage and a boys quarters. All the rooms are ensuite  large living area with nice tile work and painting. well fitted ultra modern kitchen  built in wardrobes  it has a big compound which can take like 20 cars. it's going for $2500 per month negotiable
3 bedrooms house in Regimanuel-Spintex,Regimanuel Estates,Spintex,Accra,3,2,100x70 sqft,Ghana cedis,6800,Avenue Properties , 6 Jul  6:40 pm,House,Rental price: US$ 1 700 per month. An executive three bedroom Estates house to let at Regimanuel Estates. It has all rooms with fan  A/c and wardrobe. It has a large living area  grass and trees on the compound. It has two (2) bedroom outhouse  24/7 water flow and a reservoir. It is located at Golden gate.
5 bedroom house to let at East Legon,East Legon near Galaxy International School,East Legon,Accra,5,5,100x70 sqft,Ghana cedis,16000,Avenue Properties , 6 Jul  6:36 pm,House,An executive five bedroom house with two (2) bedroom boys quarters to let at East Legon near Galaxy International School. Each room has A/c  internet and DSTV connection  wardrobe and fan in each room. The kitchen is partly furnished with cooker and microwave. The house has a standby generator and a large car parking area. The area has uninterrupted water flow and it is suitable for residential or commercial activity. The house is renting for US$ 4 000 per month. Details and related properties could be seen on avenueghana.com
5 bedroom estate house at Adjiringanor,Trasacco Valley  East Legon,East Legon,Accra,5,5,100x140 sqft,Ghana cedis,18000,Avenue Properties , 6 Jul  6:02 pm,House,An executive five bedroom house (all en-suite) to let at East Legon  Trasacco. The house has a large kitchen with store  two large living areas  fan  A/C and wardrobe in each room  a study  a large garden  one room outhouse  a garage and security post. Area has 24/7 water flow with reservoir and security. There is a standby generator. It is renting for US$ 4 500 per month.
3bedroom house at East legon,East legon,East Legon,Accra,3,3,32 sqm,Ghana cedis,2000,Papa Nii Estate , 7 Jul  1:58 am,House,this property will be snapped up so call us today to avoid being disappointed. It Further benefits from  - Spacious and bright living area - Modern kitchen units - Contemporary bathrooms - Lovely outside paving and garden - 24 hour light service  - Very secure with good security - Good transport links - Excellent selection of amenities - Unbeatable price and negotiable as well - Great value for money! - Only one of these houses left
4 bedroom for rent Adenta Sakora,Adenta Sakora,Adenta,Accra,4,4,100/70 sqft,Ghana cedis,1600,Enabort Ventures Gh ,12 Jul  2:57 pm,House,The house is 4bedroom self compound at Adenta area called sakora  4washroom kitchen  hall electricity  water available walled and gated  and is going for 1600ghc for 2years advance
2bedroom house Oyibi Ayensu estate,Ayensu estate around Oyibi valleyview university,Adenta,Accra,2,1,3000 sqm,Ghana cedis,400,Precious Stone Estate Agency , 6 Jul  5:48 pm,House,2bedroom self compound House for rent Ayensu estate valley view university for 2years advanced  the room is terrazzo  waled and gated as well  water flow's  politank available  if interested call Agent for more assistance
3bedroom house eastlegon-ability,eastlegon Ability,East Legon,Accra,3,3,3000 sqm,Ghana cedis,3644,Precious Stone Estate Agency , 6 Jul  5:40 pm,House,executive 3bedroom self compound house for rent at Eastlegon-Ability for 1year or 2years advance tiles with kitchen cabinet fixed sliding windows everyroom has washrooms and wardrobes paved compound standby generator water flows waled and gated as well if interested call Agent for more assistance
Neat 3bedrooms house-Adenta,Adenta dodowa road Ampomah,Adenta,Accra,3,2,111 sqm,Ghana cedis,880,Friend Of Yours Properties , 7 Jul  1:42 pm,House,This is a three bedrooms house located at Adenta Ampomah junction on the Dodowa road. *It has a big hall *It has a master bedroom  *It has two other rooms that shares a common washroom * it has a spacious kitchen with sink and cabinet  located in a gated community  it is very close to the main road. It's going for a year or two
4 bedroom house pokuase,About five minutes from the main Pokuasi Nsawam Highway,Pokuase,Accra,4,3,80 sqft,Ghana cedis,1000,Adwoa VERIFIED, 7 Jul  2:07 am,House,A nicely built four (4)  Bedroom house with three bathrooms  kitchen and spacious self compound behind ACP Estate on the Pokuasi - Nsawam road is for rent. Contact the owner directly. NO AGENT PLEASE.
MODERN 7 BRM HOUSE TO LET - FRAFRAHA,Ashiyie  near Foster Home,Adenta,Accra,7,7,400 sqm,Ghana cedis,2500,UT Properties , 6 Jul  5:24 pm,House,A modern 7 bedroom all en suit house located in Frafraha  a fast growing enclave within the Greater Accra environs. Built specifically with the family in mind  this is demonstrated in its spacious living and dining areas  well kept landscape amongst others. KEY FEATURES Fitted ac's in all bedrooms and living area Family area Fitted kitchen Guest washroom Electrical fencing
Furnished 4 Bdrm Hse at Dzorwulu,Dzorwulu,Dzorwulu,Accra,4,4,410 sqm,Ghana cedis,26400,HS Property , 6 Jul  5:24 pm,House,Furnished 4 Bedroom Townhouse for Rent at Dzorwulu Price: $6 000 per month  fully furnished. A fully furnished 4 bedroom townhouse is available for rent at Dzorwulu. The property has 4 bedrooms (all en-suit)  2 living rooms  dining room  a guest toilet  a study  kitchen  a balcony  a terrace  a servant room  etc. Features: air-conditioners  fitted wardrobes  jacuzzi bath shower cabins  fitted kitchen with appliances  internet connectivity and DSTV cabling  etc. Amenities (interior): gas cooker + oven  water heaters  microwave oven  refrigerator  dishwasher  etc. Amenities (exterior): water reservoirs  24-hour security service  security post  water pump  outdoor parking space  etc. The property is located in the quiet residential area of Dzorwulu  minutes away from Airport Residential Area  Accra Mall and Roman Ridge.  Call HS Property
